disease,resistance_gene_count,susceptibility_gene_count,evidence_strength_score,temperature,humidity,soil_moisture,light,risk_level,risk_score
Early Blight,0,0,0.0,27.9,92.2,27.7,169.5,moderate,62.0
Late Blight,1,0,-0.6,27.9,92.2,27.7,169.5,moderate,40.0
Fusarium Wilt,2,0,-2.0,27.9,92.2,27.7,169.5,moderate,44.0
Bacterial Spot,1,0,-0.6,27.9,92.2,27.7,169.5,moderate,56.0
Early Blight,1,0,-0.6,26.3,36.6,81.0,249.2,moderate,40.0
Late Blight,0,0,0.0,26.3,36.6,81.0,249.2,low,34.0
Fusarium Wilt,1,0,-1.0,26.3,36.6,81.0,249.2,low,28.0
Bacterial Spot,1,0,-0.6,26.3,36.6,81.0,249.2,moderate,40.0
Early Blight,0,0,0.0,24.5,36.7,49.1,548.9,moderate,46.0
Late Blight,2,0,-1.6,24.5,36.7,49.1,548.9,low,16.0
Fusarium Wilt,1,0,-1.0,24.5,36.7,49.1,548.9,low,16.0
Bacterial Spot,1,0,-0.6,24.5,36.7,49.1,548.9,moderate,40.0
Early Blight,1,0,-0.6,30.8,67.0,88.2,494.5,low,28.0
Late Blight,2,0,-1.6,30.8,67.0,88.2,494.5,low,16.0
Fusarium Wilt,1,0,-1.0,30.8,67.0,88.2,494.5,moderate,44.0
Bacterial Spot,0,0,0.0,30.8,67.0,88.2,494.5,low,34.0
Early Blight,1,0,-0.6,28.7,31.5,72.9,367.9,moderate,40.0
Late Blight,1,0,-0.6,28.7,31.5,72.9,367.9,low,28.0
Fusarium Wilt,1,0,-1.0,28.7,31.5,72.9,367.9,low,28.0
Bacterial Spot,1,0,-1.0,28.7,31.5,72.9,367.9,low,28.0
Early Blight,0,0,0.0,22.6,40.0,82.0,103.1,moderate,46.0
Late Blight,2,0,-1.6,22.6,40.0,82.0,103.1,low,28.0
Fusarium Wilt,2,0,-2.0,22.6,40.0,82.0,103.1,low,28.0
Bacterial Spot,1,0,-0.6,22.6,40.0,82.0,103.1,low,28.0
Early Blight,1,0,-0.6,15.3,83.7,29.0,456.1,moderate,40.0
Late Blight,1,0,-1.0,15.3,83.7,29.0,456.1,moderate,44.0
Fusarium Wilt,0,0,0.0,15.3,83.7,29.0,456.1,moderate,46.0
Bacterial Spot,1,0,-1.0,15.3,83.7,29.0,456.1,low,16.0
Early Blight,1,0,-0.6,26.8,37.4,50.3,1140.0,moderate,40.0
Late Blight,0,0,0.0,26.8,37.4,50.3,1140.0,low,34.0
Fusarium Wilt,1,0,-1.0,26.8,37.4,50.3,1140.0,low,28.0
Bacterial Spot,1,0,-0.6,26.8,37.4,50.3,1140.0,moderate,40.0
Early Blight,0,0,0.0,26.0,57.3,64.9,639.3,moderate,46.0
Late Blight,2,0,-1.6,26.0,57.3,64.9,639.3,low,16.0
Fusarium Wilt,1,0,-1.0,26.0,57.3,64.9,639.3,moderate,44.0
Bacterial Spot,1,0,-1.0,26.0,57.3,64.9,639.3,low,28.0
Early Blight,1,0,-0.6,27.6,52.1,89.6,683.6,moderate,40.0
Late Blight,1,0,-0.6,27.6,52.1,89.6,683.6,low,28.0
Fusarium Wilt,0,0,0.0,27.6,52.1,89.6,683.6,moderate,62.0
Bacterial Spot,0,0,0.0,27.6,52.1,89.6,683.6,moderate,46.0
Early Blight,1,0,-0.6,31.6,44.6,46.1,351.3,low,28.0
Late Blight,2,0,-1.6,31.6,44.6,46.1,351.3,low,16.0
Fusarium Wilt,2,0,-2.0,31.6,44.6,46.1,351.3,moderate,44.0
Bacterial Spot,1,0,-0.6,31.6,44.6,46.1,351.3,low,28.0
Early Blight,1,0,-0.6,18.5,92.8,15.4,1014.9,moderate,40.0
Late Blight,1,0,-1.0,18.5,92.8,15.4,1014.9,moderate,44.0
Fusarium Wilt,0,0,0.0,18.5,92.8,15.4,1014.9,moderate,46.0
Bacterial Spot,0,0,0.0,18.5,92.8,15.4,1014.9,moderate,46.0
Early Blight,0,0,0.0,22.6,38.3,38.3,831.9,moderate,46.0
Late Blight,0,0,0.0,22.6,38.3,38.3,831.9,moderate,46.0
Fusarium Wilt,0,0,0.0,22.6,38.3,38.3,831.9,low,34.0
Bacterial Spot,1,0,-1.0,22.6,38.3,38.3,831.9,low,16.0
Early Blight,0,0,0.0,19.9,74.7,27.9,219.0,moderate,46.0
Late Blight,1,0,-1.0,19.9,74.7,27.9,219.0,low,28.0
Fusarium Wilt,0,0,0.0,19.9,74.7,27.9,219.0,moderate,46.0
Bacterial Spot,0,0,0.0,19.9,74.7,27.9,219.0,low,34.0
Early Blight,0,0,0.0,33.8,71.7,61.4,128.9,moderate,46.0
Late Blight,1,0,-0.6,33.8,71.7,61.4,128.9,low,28.0
Fusarium Wilt,1,0,-1.0,33.8,71.7,61.4,128.9,moderate,44.0
Bacterial Spot,2,0,-1.6,33.8,71.7,61.4,128.9,low,16.0
Early Blight,1,0,-0.6,15.1,89.2,55.3,540.9,moderate,40.0
Late Blight,1,0,-0.6,15.1,89.2,55.3,540.9,moderate,56.0
Fusarium Wilt,1,0,-1.0,15.1,89.2,55.3,540.9,low,28.0
Bacterial Spot,2,0,-1.6,15.1,89.2,55.3,540.9,low,28.0
Early Blight,1,0,-0.6,23.5,79.1,72.1,724.4,moderate,56.0
Late Blight,2,0,-1.6,23.5,79.1,72.1,724.4,moderate,44.0
Fusarium Wilt,0,0,0.0,23.5,79.1,72.1,724.4,moderate,46.0
Bacterial Spot,1,0,-1.0,23.5,79.1,72.1,724.4,low,16.0
Early Blight,1,0,-0.6,26.2,60.1,31.9,930.4,moderate,40.0
Late Blight,2,0,-1.6,26.2,60.1,31.9,930.4,low,16.0
Fusarium Wilt,1,0,-1.0,26.2,60.1,31.9,930.4,moderate,44.0
Bacterial Spot,1,0,-0.6,26.2,60.1,31.9,930.4,moderate,40.0
Early Blight,1,0,-0.6,24.1,70.8,10.6,431.6,moderate,56.0
Late Blight,2,0,-1.6,24.1,70.8,10.6,431.6,low,16.0
Fusarium Wilt,2,0,-2.0,24.1,70.8,10.6,431.6,low,28.0
Bacterial Spot,1,0,-0.6,24.1,70.8,10.6,431.6,moderate,40.0
Early Blight,0,0,0.0,23.7,77.8,50.0,1016.7,moderate,62.0
Late Blight,1,0,-1.0,23.7,77.8,50.0,1016.7,moderate,44.0
Fusarium Wilt,2,0,-2.0,23.7,77.8,50.0,1016.7,low,28.0
Bacterial Spot,0,0,0.0,23.7,77.8,50.0,1016.7,low,34.0
Early Blight,1,0,-0.6,28.2,69.0,66.8,559.5,moderate,40.0
Late Blight,2,0,-1.6,28.2,69.0,66.8,559.5,low,16.0
Fusarium Wilt,0,0,0.0,28.2,69.0,66.8,559.5,moderate,62.0
Bacterial Spot,0,0,0.0,28.2,69.0,66.8,559.5,moderate,46.0
Early Blight,0,0,0.0,17.0,87.4,29.5,747.8,moderate,46.0
Late Blight,2,0,-1.6,17.0,87.4,29.5,747.8,moderate,44.0
Fusarium Wilt,2,0,-2.0,17.0,87.4,29.5,747.8,low,28.0
Bacterial Spot,1,0,-1.0,17.0,87.4,29.5,747.8,low,28.0
Early Blight,0,0,0.0,17.6,64.7,82.5,484.3,low,34.0
Late Blight,0,0,0.0,17.6,64.7,82.5,484.3,moderate,46.0
Fusarium Wilt,2,0,-2.0,17.6,64.7,82.5,484.3,low,28.0
Bacterial Spot,1,0,-1.0,17.6,64.7,82.5,484.3,low,16.0
Early Blight,1,0,-0.6,32.5,74.6,24.2,950.1,moderate,40.0
Late Blight,0,0,0.0,32.5,74.6,24.2,950.1,low,34.0
Fusarium Wilt,1,0,-1.0,32.5,74.6,24.2,950.1,moderate,44.0
Bacterial Spot,0,0,0.0,32.5,74.6,24.2,950.1,low,34.0
Early Blight,1,0,-0.6,29.4,88.8,60.2,266.1,moderate,56.0
Late Blight,2,0,-1.6,29.4,88.8,60.2,266.1,low,28.0
Fusarium Wilt,2,0,-2.0,29.4,88.8,60.2,266.1,moderate,44.0
Bacterial Spot,1,0,-0.6,29.4,88.8,60.2,266.1,moderate,56.0
Early Blight,0,0,0.0,25.4,33.9,76.5,184.4,moderate,46.0
Late Blight,0,0,0.0,25.4,33.9,76.5,184.4,low,34.0
Fusarium Wilt,1,0,-1.0,25.4,33.9,76.5,184.4,low,28.0
Bacterial Spot,0,0,0.0,25.4,33.9,76.5,184.4,moderate,46.0
Early Blight,1,0,-0.6,35.6,60.6,74.8,817.0,low,28.0
Late Blight,2,0,-1.6,35.6,60.6,74.8,817.0,low,16.0
Fusarium Wilt,2,0,-2.0,35.6,60.6,74.8,817.0,low,28.0
Bacterial Spot,1,0,-0.6,35.6,60.6,74.8,817.0,low,28.0
Early Blight,1,0,-0.6,31.4,64.3,23.8,372.5,low,28.0
Late Blight,1,0,-1.0,31.4,64.3,23.8,372.5,low,16.0
Fusarium Wilt,2,0,-2.0,31.4,64.3,23.8,372.5,moderate,44.0
Bacterial Spot,2,0,-1.6,31.4,64.3,23.8,372.5,low,16.0
Early Blight,1,0,-0.6,22.8,70.7,73.1,812.0,moderate,56.0
Late Blight,1,0,-1.0,22.8,70.7,73.1,812.0,low,28.0
Fusarium Wilt,1,0,-1.0,22.8,70.7,73.1,812.0,low,28.0
Bacterial Spot,0,0,0.0,22.8,70.7,73.1,812.0,low,34.0
Early Blight,1,0,-0.6,35.1,52.7,56.6,255.6,low,28.0
Late Blight,0,0,0.0,35.1,52.7,56.6,255.6,low,34.0
Fusarium Wilt,1,0,-1.0,35.1,52.7,56.6,255.6,low,28.0
Bacterial Spot,1,0,-0.6,35.1,52.7,56.6,255.6,low,28.0
Early Blight,0,0,0.0,23.7,83.8,75.1,837.1,moderate,62.0
Late Blight,0,0,0.0,23.7,83.8,75.1,837.1,moderate,62.0
Fusarium Wilt,0,0,0.0,23.7,83.8,75.1,837.1,moderate,46.0
Bacterial Spot,2,0,-1.6,23.7,83.8,75.1,837.1,low,16.0
Early Blight,1,0,-0.6,23.3,42.3,27.1,1142.4,moderate,40.0
Late Blight,2,0,-1.6,23.3,42.3,27.1,1142.4,low,28.0
Fusarium Wilt,1,0,-1.0,23.3,42.3,27.1,1142.4,low,28.0
Bacterial Spot,1,0,-1.0,23.3,42.3,27.1,1142.4,low,16.0
Early Blight,0,0,0.0,34.2,90.1,13.0,470.4,moderate,46.0
Late Blight,2,0,-1.6,34.2,90.1,13.0,470.4,low,28.0
Fusarium Wilt,1,0,-1.0,34.2,90.1,13.0,470.4,moderate,44.0
Bacterial Spot,0,0,0.0,34.2,90.1,13.0,470.4,moderate,46.0
Early Blight,1,0,-0.6,18.8,59.8,42.9,844.0,low,28.0
Late Blight,2,0,-1.6,18.8,59.8,42.9,844.0,low,28.0
Fusarium Wilt,1,0,-1.0,18.8,59.8,42.9,844.0,low,28.0
Bacterial Spot,1,0,-0.6,18.8,59.8,42.9,844.0,low,28.0
Early Blight,0,0,0.0,33.6,61.9,76.8,504.6,low,34.0
Late Blight,1,0,-0.6,33.6,61.9,76.8,504.6,low,28.0
Fusarium Wilt,2,0,-2.0,33.6,61.9,76.8,504.6,moderate,44.0
Bacterial Spot,0,0,0.0,33.6,61.9,76.8,504.6,low,34.0
Early Blight,0,0,0.0,33.8,84.5,21.1,375.0,moderate,46.0
Late Blight,0,0,0.0,33.8,84.5,21.1,375.0,moderate,46.0
Fusarium Wilt,1,0,-1.0,33.8,84.5,21.1,375.0,moderate,44.0
Bacterial Spot,1,0,-0.6,33.8,84.5,21.1,375.0,low,28.0
Early Blight,1,0,-0.6,32.6,48.5,82.4,262.1,low,28.0
Late Blight,1,0,-0.6,32.6,48.5,82.4,262.1,low,28.0
Fusarium Wilt,2,0,-2.0,32.6,48.5,82.4,262.1,moderate,44.0
Bacterial Spot,2,0,-1.6,32.6,48.5,82.4,262.1,low,16.0
Early Blight,1,0,-0.6,26.5,46.0,89.6,512.4,moderate,40.0
Late Blight,0,0,0.0,26.5,46.0,89.6,512.4,low,34.0
Fusarium Wilt,0,0,0.0,26.5,46.0,89.6,512.4,moderate,62.0
Bacterial Spot,2,0,-1.6,26.5,46.0,89.6,512.4,low,28.0
Early Blight,1,0,-0.6,34.1,77.3,21.1,876.1,moderate,40.0
Late Blight,2,0,-1.6,34.1,77.3,21.1,876.1,low,28.0
Fusarium Wilt,1,0,-1.0,34.1,77.3,21.1,876.1,moderate,44.0
Bacterial Spot,0,0,0.0,34.1,77.3,21.1,876.1,low,34.0
Early Blight,1,0,-0.6,27.1,37.6,33.0,431.3,moderate,40.0
Late Blight,1,0,-1.0,27.1,37.6,33.0,431.3,low,16.0
Fusarium Wilt,2,0,-2.0,27.1,37.6,33.0,431.3,low,28.0
Bacterial Spot,0,0,0.0,27.1,37.6,33.0,431.3,moderate,46.0
Early Blight,1,0,-0.6,15.4,65.0,29.4,257.9,low,28.0
Late Blight,1,0,-0.6,15.4,65.0,29.4,257.9,moderate,40.0
Fusarium Wilt,1,0,-1.0,15.4,65.0,29.4,257.9,low,28.0
Bacterial Spot,1,0,-1.0,15.4,65.0,29.4,257.9,low,16.0
Early Blight,0,0,0.0,16.6,65.8,50.6,1187.2,low,34.0
Late Blight,2,0,-1.6,16.6,65.8,50.6,1187.2,low,28.0
Fusarium Wilt,0,0,0.0,16.6,65.8,50.6,1187.2,moderate,46.0
Bacterial Spot,2,0,-1.6,16.6,65.8,50.6,1187.2,low,16.0
Early Blight,0,0,0.0,33.1,53.4,68.6,791.1,low,34.0
Late Blight,1,0,-0.6,33.1,53.4,68.6,791.1,low,28.0
Fusarium Wilt,1,0,-1.0,33.1,53.4,68.6,791.1,moderate,44.0
Bacterial Spot,1,0,-0.6,33.1,53.4,68.6,791.1,low,28.0
Early Blight,0,0,0.0,32.9,61.6,65.6,794.9,low,34.0
Late Blight,1,0,-1.0,32.9,61.6,65.6,794.9,low,16.0
Fusarium Wilt,2,0,-2.0,32.9,61.6,65.6,794.9,moderate,44.0
Bacterial Spot,2,0,-1.6,32.9,61.6,65.6,794.9,low,16.0
Early Blight,0,0,0.0,16.0,93.5,51.2,1188.0,moderate,46.0
Late Blight,1,0,-1.0,16.0,93.5,51.2,1188.0,moderate,44.0
Fusarium Wilt,2,0,-2.0,16.0,93.5,51.2,1188.0,low,28.0
Bacterial Spot,0,0,0.0,16.0,93.5,51.2,1188.0,moderate,46.0
Early Blight,0,0,0.0,22.6,38.5,39.4,1078.4,moderate,46.0
Late Blight,1,0,-0.6,22.6,38.5,39.4,1078.4,moderate,40.0
Fusarium Wilt,1,0,-1.0,22.6,38.5,39.4,1078.4,low,16.0
Bacterial Spot,1,0,-1.0,22.6,38.5,39.4,1078.4,low,16.0
Early Blight,0,0,0.0,26.9,84.5,68.2,186.8,moderate,62.0
Late Blight,0,0,0.0,26.9,84.5,68.2,186.8,moderate,46.0
Fusarium Wilt,2,0,-2.0,26.9,84.5,68.2,186.8,moderate,44.0
Bacterial Spot,1,0,-0.6,26.9,84.5,68.2,186.8,moderate,40.0
Early Blight,1,0,-0.6,28.9,59.0,65.2,486.7,moderate,40.0
Late Blight,1,0,-0.6,28.9,59.0,65.2,486.7,low,28.0
Fusarium Wilt,1,0,-1.0,28.9,59.0,65.2,486.7,moderate,44.0
Bacterial Spot,0,0,0.0,28.9,59.0,65.2,486.7,moderate,46.0
Early Blight,0,0,0.0,16.7,73.4,39.1,981.2,moderate,46.0
Late Blight,1,0,-0.6,16.7,73.4,39.1,981.2,moderate,40.0
Fusarium Wilt,0,0,0.0,16.7,73.4,39.1,981.2,moderate,46.0
Bacterial Spot,2,0,-1.6,16.7,73.4,39.1,981.2,low,16.0
Early Blight,0,0,0.0,32.9,54.9,40.6,724.0,low,34.0
Late Blight,0,0,0.0,32.9,54.9,40.6,724.0,low,34.0
Fusarium Wilt,1,0,-1.0,32.9,54.9,40.6,724.0,moderate,44.0
Bacterial Spot,0,0,0.0,32.9,54.9,40.6,724.0,low,34.0
Early Blight,0,0,0.0,24.2,74.2,30.0,224.8,moderate,62.0
Late Blight,2,0,-1.6,24.2,74.2,30.0,224.8,low,16.0
Fusarium Wilt,1,0,-1.0,24.2,74.2,30.0,224.8,low,28.0
Bacterial Spot,2,0,-1.6,24.2,74.2,30.0,224.8,low,28.0
Early Blight,1,0,-0.6,37.9,49.4,83.3,640.3,low,28.0
Late Blight,1,0,-0.6,37.9,49.4,83.3,640.3,low,28.0
Fusarium Wilt,1,0,-1.0,37.9,49.4,83.3,640.3,low,28.0
Bacterial Spot,1,0,-1.0,37.9,49.4,83.3,640.3,low,16.0
Early Blight,0,0,0.0,34.4,51.7,37.8,171.4,low,34.0
Late Blight,0,0,0.0,34.4,51.7,37.8,171.4,low,34.0
Fusarium Wilt,0,0,0.0,34.4,51.7,37.8,171.4,moderate,62.0
Bacterial Spot,0,0,0.0,34.4,51.7,37.8,171.4,low,34.0
Early Blight,0,0,0.0,26.7,38.3,26.1,252.8,moderate,46.0
Late Blight,1,0,-1.0,26.7,38.3,26.1,252.8,low,16.0
Fusarium Wilt,1,0,-1.0,26.7,38.3,26.1,252.8,low,28.0
Bacterial Spot,0,0,0.0,26.7,38.3,26.1,252.8,moderate,46.0
Early Blight,0,0,0.0,17.0,51.0,90.0,890.8,low,34.0
Late Blight,0,0,0.0,17.0,51.0,90.0,890.8,moderate,46.0
Fusarium Wilt,1,0,-1.0,17.0,51.0,90.0,890.8,low,28.0
Bacterial Spot,1,0,-0.6,17.0,51.0,90.0,890.8,low,28.0
Early Blight,0,0,0.0,30.6,53.4,80.2,958.3,low,34.0
Late Blight,1,0,-1.0,30.6,53.4,80.2,958.3,low,16.0
Fusarium Wilt,1,0,-1.0,30.6,53.4,80.2,958.3,moderate,44.0
Bacterial Spot,2,0,-1.6,30.6,53.4,80.2,958.3,low,16.0
Early Blight,1,0,-0.6,18.5,41.2,35.8,880.3,low,28.0
Late Blight,0,0,0.0,18.5,41.2,35.8,880.3,moderate,46.0
Fusarium Wilt,1,0,-1.0,18.5,41.2,35.8,880.3,low,28.0
Bacterial Spot,0,0,0.0,18.5,41.2,35.8,880.3,low,34.0
Early Blight,1,0,-0.6,17.9,50.6,52.7,652.8,low,28.0
Late Blight,1,0,-0.6,17.9,50.6,52.7,652.8,moderate,40.0
Fusarium Wilt,0,0,0.0,17.9,50.6,52.7,652.8,moderate,46.0
Bacterial Spot,0,0,0.0,17.9,50.6,52.7,652.8,low,34.0
Early Blight,0,0,0.0,28.0,86.1,12.3,150.0,moderate,62.0
Late Blight,0,0,0.0,28.0,86.1,12.3,150.0,moderate,46.0
Fusarium Wilt,1,0,-1.0,28.0,86.1,12.3,150.0,moderate,44.0
Bacterial Spot,1,0,-0.6,28.0,86.1,12.3,150.0,moderate,56.0
Early Blight,0,0,0.0,29.4,49.7,86.5,631.2,moderate,46.0
Late Blight,1,0,-0.6,29.4,49.7,86.5,631.2,low,28.0
Fusarium Wilt,2,0,-2.0,29.4,49.7,86.5,631.2,moderate,44.0
Bacterial Spot,2,0,-1.6,29.4,49.7,86.5,631.2,low,28.0
Early Blight,0,0,0.0,19.7,71.3,35.0,890.2,moderate,46.0
Late Blight,0,0,0.0,19.7,71.3,35.0,890.2,moderate,46.0
Fusarium Wilt,2,0,-2.0,19.7,71.3,35.0,890.2,low,28.0
Bacterial Spot,1,0,-0.6,19.7,71.3,35.0,890.2,low,28.0
Early Blight,1,0,-0.6,25.7,48.2,29.8,206.5,moderate,40.0
Late Blight,1,0,-1.0,25.7,48.2,29.8,206.5,low,16.0
Fusarium Wilt,1,0,-1.0,25.7,48.2,29.8,206.5,moderate,44.0
Bacterial Spot,2,0,-1.6,25.7,48.2,29.8,206.5,low,28.0
Early Blight,0,0,0.0,28.3,51.3,71.0,648.1,moderate,46.0
Late Blight,2,0,-1.6,28.3,51.3,71.0,648.1,low,16.0
Fusarium Wilt,1,0,-1.0,28.3,51.3,71.0,648.1,moderate,44.0
Bacterial Spot,0,0,0.0,28.3,51.3,71.0,648.1,moderate,46.0
Early Blight,0,0,0.0,19.9,54.0,14.0,644.4,low,34.0
Late Blight,1,0,-0.6,19.9,54.0,14.0,644.4,moderate,40.0
Fusarium Wilt,0,0,0.0,19.9,54.0,14.0,644.4,moderate,46.0
Bacterial Spot,1,0,-1.0,19.9,54.0,14.0,644.4,low,16.0
Early Blight,0,0,0.0,31.7,81.9,39.3,540.6,moderate,46.0
Late Blight,1,0,-1.0,31.7,81.9,39.3,540.6,low,28.0
Fusarium Wilt,1,0,-1.0,31.7,81.9,39.3,540.6,moderate,44.0
Bacterial Spot,1,0,-0.6,31.7,81.9,39.3,540.6,low,28.0
Early Blight,1,0,-0.6,37.7,76.3,19.5,1172.6,moderate,40.0
Late Blight,1,0,-0.6,37.7,76.3,19.5,1172.6,moderate,40.0
Fusarium Wilt,0,0,0.0,37.7,76.3,19.5,1172.6,moderate,46.0
Bacterial Spot,1,0,-1.0,37.7,76.3,19.5,1172.6,low,16.0
Early Blight,1,0,-0.6,26.5,33.1,21.0,466.3,moderate,40.0
Late Blight,1,0,-1.0,26.5,33.1,21.0,466.3,low,16.0
Fusarium Wilt,1,0,-1.0,26.5,33.1,21.0,466.3,low,28.0
Bacterial Spot,1,0,-0.6,26.5,33.1,21.0,466.3,moderate,40.0
Early Blight,0,0,0.0,37.8,80.3,33.9,470.0,moderate,46.0
Late Blight,0,0,0.0,37.8,80.3,33.9,470.0,moderate,46.0
Fusarium Wilt,1,0,-1.0,37.8,80.3,33.9,470.0,low,28.0
Bacterial Spot,1,0,-1.0,37.8,80.3,33.9,470.0,low,16.0
Early Blight,0,0,0.0,37.5,69.7,73.7,897.9,low,34.0
Late Blight,2,0,-1.6,37.5,69.7,73.7,897.9,low,16.0
Fusarium Wilt,0,0,0.0,37.5,69.7,73.7,897.9,moderate,46.0
Bacterial Spot,0,0,0.0,37.5,69.7,73.7,897.9,low,34.0
Early Blight,0,0,0.0,31.6,69.7,23.6,791.9,low,34.0
Late Blight,1,0,-0.6,31.6,69.7,23.6,791.9,low,28.0
Fusarium Wilt,1,0,-1.0,31.6,69.7,23.6,791.9,moderate,44.0
Bacterial Spot,1,0,-0.6,31.6,69.7,23.6,791.9,low,28.0
Early Blight,1,0,-0.6,15.4,51.3,22.1,859.6,low,28.0
Late Blight,0,0,0.0,15.4,51.3,22.1,859.6,moderate,46.0
Fusarium Wilt,0,0,0.0,15.4,51.3,22.1,859.6,moderate,46.0
Bacterial Spot,2,0,-1.6,15.4,51.3,22.1,859.6,low,16.0
Early Blight,1,0,-0.6,19.8,52.1,63.0,678.0,low,28.0
Late Blight,1,0,-1.0,19.8,52.1,63.0,678.0,low,28.0
Fusarium Wilt,2,0,-2.0,19.8,52.1,63.0,678.0,low,28.0
Bacterial Spot,0,0,0.0,19.8,52.1,63.0,678.0,low,34.0
Early Blight,1,0,-0.6,29.8,77.1,58.8,311.5,moderate,56.0
Late Blight,1,0,-0.6,29.8,77.1,58.8,311.5,moderate,40.0
Fusarium Wilt,1,0,-1.0,29.8,77.1,58.8,311.5,moderate,44.0
Bacterial Spot,2,0,-1.6,29.8,77.1,58.8,311.5,low,28.0
Early Blight,0,0,0.0,31.2,51.6,37.9,1127.1,low,34.0
Late Blight,2,0,-1.6,31.2,51.6,37.9,1127.1,low,16.0
Fusarium Wilt,1,0,-1.0,31.2,51.6,37.9,1127.1,moderate,44.0
Bacterial Spot,0,0,0.0,31.2,51.6,37.9,1127.1,low,34.0
Early Blight,0,0,0.0,37.0,84.7,33.2,416.4,moderate,46.0
Late Blight,2,0,-1.6,37.0,84.7,33.2,416.4,low,28.0
Fusarium Wilt,2,0,-2.0,37.0,84.7,33.2,416.4,low,28.0
Bacterial Spot,1,0,-1.0,37.0,84.7,33.2,416.4,low,16.0
Early Blight,0,0,0.0,36.5,77.3,21.0,777.2,moderate,46.0
Late Blight,1,0,-1.0,36.5,77.3,21.0,777.2,low,28.0
Fusarium Wilt,0,0,0.0,36.5,77.3,21.0,777.2,moderate,46.0
Bacterial Spot,2,0,-1.6,36.5,77.3,21.0,777.2,low,16.0
Early Blight,0,0,0.0,31.5,36.8,71.7,105.7,low,34.0
Late Blight,1,0,-0.6,31.5,36.8,71.7,105.7,low,28.0
Fusarium Wilt,0,0,0.0,31.5,36.8,71.7,105.7,moderate,46.0
Bacterial Spot,2,0,-1.6,31.5,36.8,71.7,105.7,low,16.0
Early Blight,1,0,-0.6,37.2,51.8,61.7,1098.7,low,28.0
Late Blight,0,0,0.0,37.2,51.8,61.7,1098.7,low,34.0
Fusarium Wilt,0,0,0.0,37.2,51.8,61.7,1098.7,moderate,46.0
Bacterial Spot,1,0,-0.6,37.2,51.8,61.7,1098.7,low,28.0
Early Blight,1,0,-0.6,35.3,42.0,83.6,1196.9,low,28.0
Late Blight,1,0,-1.0,35.3,42.0,83.6,1196.9,low,16.0
Fusarium Wilt,0,0,0.0,35.3,42.0,83.6,1196.9,moderate,46.0
Bacterial Spot,1,0,-0.6,35.3,42.0,83.6,1196.9,low,28.0
Early Blight,0,0,0.0,28.1,37.3,88.6,413.0,moderate,46.0
Late Blight,1,0,-0.6,28.1,37.3,88.6,413.0,low,28.0
Fusarium Wilt,0,0,0.0,28.1,37.3,88.6,413.0,moderate,46.0
Bacterial Spot,2,0,-1.6,28.1,37.3,88.6,413.0,low,28.0
Early Blight,1,0,-0.6,17.6,41.0,46.7,383.0,low,28.0
Late Blight,0,0,0.0,17.6,41.0,46.7,383.0,moderate,46.0
Fusarium Wilt,0,0,0.0,17.6,41.0,46.7,383.0,moderate,46.0
Bacterial Spot,1,0,-1.0,17.6,41.0,46.7,383.0,low,16.0
Early Blight,0,0,0.0,35.6,86.2,51.2,195.4,moderate,46.0
Late Blight,2,0,-1.6,35.6,86.2,51.2,195.4,low,28.0
Fusarium Wilt,2,0,-2.0,35.6,86.2,51.2,195.4,low,28.0
Bacterial Spot,2,0,-1.6,35.6,86.2,51.2,195.4,low,28.0
Early Blight,1,0,-0.6,32.3,94.9,34.2,895.2,moderate,40.0
Late Blight,0,0,0.0,32.3,94.9,34.2,895.2,moderate,46.0
Fusarium Wilt,2,0,-2.0,32.3,94.9,34.2,895.2,moderate,44.0
Bacterial Spot,2,0,-1.6,32.3,94.9,34.2,895.2,low,28.0
Early Blight,1,0,-0.6,26.6,90.9,66.3,442.1,moderate,56.0
Late Blight,1,0,-0.6,26.6,90.9,66.3,442.1,moderate,40.0
Fusarium Wilt,1,0,-1.0,26.6,90.9,66.3,442.1,moderate,44.0
Bacterial Spot,2,0,-1.6,26.6,90.9,66.3,442.1,moderate,44.0
Early Blight,1,0,-0.6,32.2,71.2,43.3,704.2,moderate,40.0
Late Blight,0,0,0.0,32.2,71.2,43.3,704.2,low,34.0
Fusarium Wilt,2,0,-2.0,32.2,71.2,43.3,704.2,moderate,44.0
Bacterial Spot,0,0,0.0,32.2,71.2,43.3,704.2,low,34.0
Early Blight,0,0,0.0,16.9,60.4,66.3,185.9,low,34.0
Late Blight,1,0,-1.0,16.9,60.4,66.3,185.9,low,28.0
Fusarium Wilt,0,0,0.0,16.9,60.4,66.3,185.9,moderate,46.0
Bacterial Spot,2,0,-1.6,16.9,60.4,66.3,185.9,low,16.0
Early Blight,1,0,-0.6,27.0,37.9,26.4,741.5,moderate,40.0
Late Blight,0,0,0.0,27.0,37.9,26.4,741.5,low,34.0
Fusarium Wilt,1,0,-1.0,27.0,37.9,26.4,741.5,low,28.0
Bacterial Spot,2,0,-1.6,27.0,37.9,26.4,741.5,low,28.0
Early Blight,0,0,0.0,25.6,84.9,67.9,535.5,moderate,62.0
Late Blight,0,0,0.0,25.6,84.9,67.9,535.5,moderate,46.0
Fusarium Wilt,2,0,-2.0,25.6,84.9,67.9,535.5,moderate,44.0
Bacterial Spot,1,0,-1.0,25.6,84.9,67.9,535.5,low,28.0
Early Blight,1,0,-0.6,36.5,34.7,84.7,134.9,low,28.0
